data de compra,nome no cartão,final do cartão,categoria,descrição,parcela,valor (em us$),cotação (em r$),valor,mes,ano
2025-08-28,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,50.0,8,2025
2025-08-28,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BAR DO BRUNO,Única,0.0,0.0,105.0,8,2025
2025-08-28,BRIAN TYLER,1114,Elétrico,M3 ATACADISTA LTDA,Única,0.0,0.0,150.0,8,2025
2025-08-28,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,40.0,8,2025
2025-08-28,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,155.0,8,2025
2025-08-29,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,50.0,8,2025
2025-08-29,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,X CAO E CIA,Única,0.0,0.0,60.0,8,2025
2025-08-29,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,60.0,8,2025
2025-08-29,BRIAN TYLER,1114,Transporte,F  MIRANDA SERVICOS LT,Única,0.0,0.0,1572.0,8,2025
2025-08-31,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,IFD*LANCHERIA LAMBE BE,Única,0.0,0.0,3087.0,8,2025
2025-09-01,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,50.0,9,2025
2025-09-01,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,115.0,9,2025
2025-09-01,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,130.0,9,2025
2025-09-01,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,65.0,9,2025
2025-09-02,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BAR DO BRUNO,Única,0.0,0.0,110.0,9,2025
2025-09-03,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,50.0,9,2025
2025-09-03,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,120.0,9,2025
2025-09-03,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,60.0,9,2025
2025-09-03,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,125.0,9,2025
2025-09-03,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,30.0,9,2025
2025-09-04,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,50.0,9,2025
2025-09-04,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,240.0,9,2025
2025-09-05,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,135.0,9,2025
2025-09-06,BRIAN TYLER,1114,Entretenimento,APPLE.COM/BILL,Única,0.0,0.0,1799.0,9,2025
2025-09-07,BRIAN TYLER,1114,Serviços Profissionais,EBN    *TIKTOK SHOP,Única,0.0,0.0,297.0,9,2025
2025-09-08,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,50.0,9,2025
2025-09-08,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,135.0,9,2025
2025-09-08,BRIAN TYLER,1114,TV por assinatura / Serviços de rádio,DM*SPOTIFY,Única,0.0,0.0,239.0,9,2025
2025-09-08,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,165.0,9,2025
2025-09-09,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,60.0,9,2025
2025-09-10,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,100.0,9,2025
2025-09-11,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,120.0,9,2025
2025-01-09,EVA MENDES,1117,Educacional,CFC JANAINA,9/10,0.0,0.0,21885.0,1,2025
2025-07-07,EVA MENDES,1117,Empresa para empresa,SUPER COPIAS,3/3,0.0,0.0,23195.0,7,2025
2025-07-15,EVA MENDES,1117,Transporte,UNESUL,2/3,0.0,0.0,20788.0,7,2025
2025-07-15,EVA MENDES,1117,T&E,LAGHETTO GRAMADO,2/4,0.0,0.0,22591.0,7,2025
2025-07-17,EVA MENDES,1117,T&E,INTERCITY PREMIUM POA,2/3,0.0,0.0,17374.0,7,2025
2025-07-19,EVA MENDES,1117,T&E,INTERCITY PREMIUM POA,2/3,0.0,0.0,17374.0,7,2025
2025-07-21,EVA MENDES,1117,Assistência médica e odontológica,HERMES E VIANNA COMERC,2/10,0.0,0.0,1125.0,7,2025
2025-08-13,EVA MENDES,1117,Assistência médica e odontológica,FARMACIA SAO JOAO,Única,0.0,0.0,5829.0,8,2025
2025-08-13,EVA MENDES,1117,Associação,MIX CENTER,Única,0.0,0.0,421.0,8,2025
2025-08-15,EVA MENDES,1117,Supermercados / Mercearia / Padarias / Lojas de Conveniência,PADARIA VENEZA,Única,0.0,0.0,270.0,8,2025
2025-08-18,EVA MENDES,1117,Associação,MIX CENTER,Única,0.0,0.0,5383.0,8,2025
2025-08-20,EVA MENDES,1117,Supermercados / Mercearia / Padarias / Lojas de Conveniência,FRUTEIRA TERRIBILE LTD,Única,0.0,0.0,1598.0,8,2025
2025-08-20,EVA MENDES,1117,Associação,MIX CENTER,Única,0.0,0.0,4553.0,8,2025
2025-08-23,EVA MENDES,1117,Restaurante / Lanchonete / Bar,JULIANADECASSIA,Única,0.0,0.0,1000.0,8,2025
2025-08-25,EVA MENDES,1117,Associação,MIX CENTER,Única,0.0,0.0,399.0,8,2025
2025-08-26,EVA MENDES,1117,Supermercados / Mercearia / Padarias / Lojas de Conveniência,SUPER MOY,Única,0.0,0.0,2398.0,8,2025
2025-08-27,EVA MENDES,1117,Associação,MIX CENTER,Única,0.0,0.0,8032.0,8,2025
2025-08-29,EVA MENDES,1117,Associação,MIX CENTER,Única,0.0,0.0,2598.0,8,2025
2025-08-31,EVA MENDES,1117,Restaurante / Lanchonete / Bar,IFOOD  *IFD*MOKAI SUS,Única,0.0,0.0,15647.0,8,2025
2025-09-02,EVA MENDES,1117,Supermercados / Mercearia / Padarias / Lojas de Conveniência,PADARIA CHICUTA,Única,0.0,0.0,80.0,9,2025
2025-09-07,EVA MENDES,1117,TV por assinatura / Serviços de rádio,NETFLIX.COM,Única,0.0,0.0,209.0,9,2025
2025-09-10,EVA MENDES,1117,Associação,MIX CENTER,Única,0.0,0.0,10567.0,9,2025
2025-09-11,EVA MENDES,1117,Especialidade varejo,AMAZON BR,Única,0.0,0.0,3761.0,9,2025
2025-09-11,VIN DIESEL,1115,Serviços de telecomunicações,PAYPAL *HEG US INC     40,Única,0.0,0.0,1123.0,9,2025
2025-09-11,VIN DIESEL,1115,Serviços de telecomunicações,PAYPAL *HEG US INC     40,Única,56.33,5.7,32084.0,9,2025
2025-09-12,VIN DIESEL,1115,Serviços de telecomunicações,PAYPAL *HEG US INC     40,Única,0.0,0.0,847.0,9,2025
2025-09-12,VIN DIESEL,1115,Serviços de telecomunicações,PAYPAL *HEG US INC     40,Única,42.69,5.67,24196.0,9,2025
2025-09-13,VIN DIESEL,1115,Relacionados a Automotivo,BORTOLOTTI AUTO SERV,Única,0.0,0.0,3340.0,9,2025
2025-09-14,VIN DIESEL,1115,Transporte,CONCESSIONARIA DAS ROD,Única,0.0,0.0,55.0,9,2025
2025-09-14,VIN DIESEL,1115,Relacionados a Automotivo,COMERCIO DE COMBUSTIVE,Única,0.0,0.0,17453.0,9,2025
2025-09-14,VIN DIESEL,1115,Serviços de telecomunicações,PAYPAL *HEG US INC     40,Única,73.17,5.67,41472.0,9,2025
2025-09-14,VIN DIESEL,1115,Serviços de telecomunicações,PAYPAL *HEG US INC     40,Única,0.0,0.0,1452.0,9,2025
2025-09-18,VIN DIESEL,1115,Relacionados a Automotivo,POSTO FORMULA - TIO HU,Única,0.0,0.0,26676.0,9,2025
2025-09-19,VIN DIESEL,1115,Materiais de construção para casa,SANDRO BENEVENUTO DOS,Única,0.0,0.0,240.0,9,2025
2025-09-19,VIN DIESEL,1115,Associação,MIX CENTER,Única,0.0,0.0,11976.0,9,2025
2025-09-19,VIN DIESEL,1115,Supermercados / Mercearia / Padarias / Lojas de Conveniência,CASA DE CARNES GOEDEL,Única,0.0,0.0,2577.0,9,2025
2025-09-22,VIN DIESEL,1115,-,Inclusao de Pagamento    ,Única,0.0,0.0,-1383875.0,9,2025
2025-09-23,VIN DIESEL,1115,Restaurante / Lanchonete / Bar,RIVIERA CAFE E BISTRO,Única,0.0,0.0,350.0,9,2025
2025-09-23,VIN DIESEL,1115,Construção,DE LIMA EXTINTORES LT,Única,0.0,0.0,800.0,9,2025
2025-09-24,VIN DIESEL,1115,Associação,MIX CENTER,Única,0.0,0.0,20552.0,9,2025
2025-09-24,VIN DIESEL,1115,Relacionados a Automotivo,POSTO FORMULA - TIO HU,Única,0.0,0.0,25437.0,9,2025
2025-09-25,VIN DIESEL,1115,Especialidade varejo,AVENTURA CACA E PESCA,Única,0.0,0.0,1090.0,9,2025
2025-09-26,VIN DIESEL,1115,Empresa para empresa,AMAZON MUSIC,Única,0.0,0.0,349.0,9,2025
2025-09-26,VIN DIESEL,1115,Restaurante / Lanchonete / Bar,VAL BELLUNA COMERCIO D,Única,0.0,0.0,90.0,9,2025
2025-09-26,VIN DIESEL,1115,Supermercados / Mercearia / Padarias / Lojas de Conveniência,COMERCIAL DI DOMENICO,Única,0.0,0.0,2154.0,9,2025
2025-09-26,VIN DIESEL,1115,Relacionados a Automotivo,POSTOS TRADICAO,Única,0.0,0.0,35266.0,9,2025
2025-09-27,VIN DIESEL,1115,Supermercados / Mercearia / Padarias / Lojas de Conveniência,COTRIJAL,1/3,0.0,0.0,16917.0,9,2025
2025-09-30,VIN DIESEL,1115,Relacionados a Automotivo,BUFFON 25,Única,0.0,0.0,10299.0,9,2025
2025-10-01,VIN DIESEL,1115,Associação,STOK CENTER 80,Única,0.0,0.0,22074.0,10,2025
2025-10-01,VIN DIESEL,1115,Relacionados a Automotivo,BORTOLOTTI AUTO SERV,Única,0.0,0.0,500.0,10,2025
2025-10-02,VIN DIESEL,1115,Associação,STOK CENTER 80,Única,0.0,0.0,78001.0,10,2025
2025-10-02,VIN DIESEL,1115,Associação,STOK CENTER 80,Única,0.0,0.0,13176.0,10,2025
2025-10-02,VIN DIESEL,1115,Supermercados / Mercearia / Padarias / Lojas de Conveniência,CASA DE CARNES GOEDEL,Única,0.0,0.0,32368.0,10,2025
2025-10-03,VIN DIESEL,1115,Relacionados a Automotivo,POSTO FORMULA - TIO HU,Única,0.0,0.0,1000.0,10,2025
2025-10-04,VIN DIESEL,1115,Relacionados a Automotivo,SIM TIO HUGO,Única,0.0,0.0,1000.0,10,2025
2025-10-06,VIN DIESEL,1115,Relacionados a Automotivo,POSTOS TRADICAO,Única,0.0,0.0,30255.0,10,2025
2025-10-08,VIN DIESEL,1115,-,Anuidade Diferenciada,1/12,0.0,0.0,980.0,10,2025
2025-10-08,VIN DIESEL,1115,-,Estorno Tarifa,Única,0.0,0.0,-980.0,10,2025
2025-10-08,VIN DIESEL,1115,Supermercados / Mercearia / Padarias / Lojas de Conveniência,SUPER MOY,Única,0.0,0.0,1499.0,10,2025
2025-10-09,VIN DIESEL,1115,Relacionados a Automotivo,SIMCAL LOJA,1/4,0.0,0.0,4000.0,10,2025
2025-10-09,VIN DIESEL,1115,Materiais de construção para casa,POCOS FHYNBEEN,Única,0.0,0.0,1400.0,10,2025
2025-10-10,VIN DIESEL,1115,Supermercados / Mercearia / Padarias / Lojas de Conveniência,EVINO,Única,0.0,0.0,996.0,10,2025
2025-10-10,VIN DIESEL,1115,Especialidade varejo,AVENTURA CACA E PESCA,Única,0.0,0.0,240.0,10,2025
2025-10-10,VIN DIESEL,1115,Associação,STOK CENTER 80,Única,0.0,0.0,11515.0,10,2025
2025-10-10,VIN DIESEL,1115,Supermercados / Mercearia / Padarias / Lojas de Conveniência,CASA DE CARNES GOEDEL,Única,0.0,0.0,13144.0,10,2025
2025-07-03,VIN DIESEL,1122,Departamento / Desconto,MP *EBAZARCOMBRLTDA,4/12,0.0,0.0,9954.0,7,2025
2025-07-05,VIN DIESEL,1122,Departamento / Desconto,MP *EBAZARCOMBRLTDA,4/12,0.0,0.0,13325.0,7,2025
2025-07-07,VIN DIESEL,1122,Empresa para empresa,MP *MERCADOLIBRE,4/5,0.0,0.0,338.0,7,2025
2025-07-12,VIN DIESEL,1122,Departamento / Desconto,MLP*MAGALU-MAGAZINE LU,3/10,0.0,0.0,3177.0,7,2025
2025-07-17,VIN DIESEL,1122,Especialidade varejo,MERCADOPAGO *IMPERIOA,3/6,0.0,0.0,5376.0,7,2025
2025-08-02,VIN DIESEL,1122,Elétrico,MERCADOLIVRE*KINGAPPLE,3/3,0.0,0.0,4664.0,8,2025
2025-09-12,VIN DIESEL,1122,Educacional,KIWIFY      *MAVENAI,Única,0.0,0.0,1250.0,9,2025
2025-09-12,VIN DIESEL,1122,Especialidade varejo,MERCADOLIVRE*SUMMER,1/3,0.0,0.0,10997.0,9,2025
2025-09-20,VIN DIESEL,1122,Vestuário / Roupas,MERCADOLIVRE*MERCADOL,Única,0.0,0.0,44871.0,9,2025
2025-09-20,VIN DIESEL,1122,Vestuário / Roupas,MERCADOLIVRE*MERCADOLI,Única,0.0,0.0,24989.0,9,2025
2025-09-21,VIN DIESEL,1122,Seguro,ALLIANZ SEGU*05 DE 10,Única,0.0,0.0,12203.0,9,2025
2025-09-21,VIN DIESEL,1122,Elétrico,OPENAI *CHATGPT SUBSCR SA,Única,20.0,5.58,11157.0,9,2025
2025-09-21,VIN DIESEL,1122,Elétrico,OPENAI *CHATGPT SUBSCR SA,Única,0.0,0.0,39.0,9,2025
2025-09-22,VIN DIESEL,1122,Empresa para empresa,MERCADOLIVRE*MERCADOL,1/3,0.0,0.0,18968.0,9,2025
2025-09-22,VIN DIESEL,1122,Especialidade varejo,MERCADOLIVRE*MERCADOLI,Única,0.0,0.0,18126.0,9,2025
2025-09-22,VIN DIESEL,1122,Casa / Escritório Mobiliário,MERCADO*TRAMADESIGNER,1/12,0.0,0.0,25621.0,9,2025
2025-09-23,VIN DIESEL,1122,Especialidade varejo,MERCADOLIVRE*TARUMA,Única,0.0,0.0,10798.0,9,2025
2025-09-23,VIN DIESEL,1122,Aluguel,LAPAZA ESTACIONAMENTO,Única,0.0,0.0,200.0,9,2025
2025-09-25,VIN DIESEL,1122,Departamento / Desconto,MERCADOLIVRE*MERCADOL,1/2,0.0,0.0,3405.0,9,2025
2025-09-28,VIN DIESEL,1122,Empresa para empresa,MERCADOLIVRE*NACIMENTO,1/3,0.0,0.0,3034.0,9,2025
2025-10-05,VIN DIESEL,1122,Elétrico,GAMMA.APP              SA,Única,0.0,0.0,147.0,10,2025
2025-10-05,VIN DIESEL,1122,Elétrico,GAMMA.APP              SA,Única,7.48,5.62,4207.0,10,2025
2025-10-06,VIN DIESEL,1122,Especialidade varejo,MERCADOLIVRE*SHOPPING,Única,0.0,0.0,2196.0,10,2025
2025-10-06,VIN DIESEL,1122,Especialidade varejo,MERCADOLIVRE*MERCADOL,Única,0.0,0.0,19442.0,10,2025
2025-10-06,VIN DIESEL,1122,Recreativo,MERCADOLIVRE*GALLAJUL,Única,0.0,0.0,5631.0,10,2025
2025-10-08,VIN DIESEL,1122,Relacionados a Automotivo,MERCADOLIVRE*MERCADOLI,1/3,0.0,0.0,2855.0,10,2025
2025-10-08,VIN DIESEL,1122,Serviços de telecomunicações,MERCADOLIVRE*MERCADOL,Única,0.0,0.0,1490.0,10,2025
2025-10-08,VIN DIESEL,1122,Empresa serviços,GOOGLE YOUTUBEPREMIUM,Única,0.0,0.0,269.0,10,2025
2025-10-09,VIN DIESEL,1122,Elétrico,"CURSOR, AI POWERED IDE NE",Única,0.0,0.0,394.0,10,2025
2025-10-09,VIN DIESEL,1122,Elétrico,"CURSOR, AI POWERED IDE NE",Única,20.0,5.62,11245.0,10,2025
2025-10-10,VIN DIESEL,1122,Seguro,HDI SEGUROS SA,Única,0.0,0.0,25948.0,10,2025
2025-10-12,VIN DIESEL,1122,Educacional,KIWIFY      *AIMAKERS,Única,0.0,0.0,1250.0,10,2025
2025-08-19,CHARLIZE THERON,1153,Vestuário / Roupas,00135  SH BELLA CITTA,2/2,0.0,0.0,15985.0,8,2025
2025-08-22,CHARLIZE THERON,1153,Vestuário / Roupas,FELINI E FELINI LTD,2/3,0.0,0.0,22643.0,8,2025
2025-09-09,CHARLIZE THERON,1153,Associação,SIMBIOSE,2/12,0.0,0.0,799.0,9,2025
2025-09-09,CHARLIZE THERON,1153,Assistência médica e odontológica,HOSPITAL PRONTOCLINICA,2/2,0.0,0.0,27688.0,9,2025
2025-09-12,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,SUPER MOY,Única,0.0,0.0,6476.0,9,2025
2025-09-12,CHARLIZE THERON,1153,Associação,MIX CENTER,Única,0.0,0.0,2048.0,9,2025
2025-09-14,CHARLIZE THERON,1153,Transporte,CONCESSIONARIA DAS ROD,Única,0.0,0.0,55.0,9,2025
2025-09-16,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,COMERCIAL ZAFFARI 1,Única,0.0,0.0,3325.0,9,2025
2025-09-16,CHARLIZE THERON,1153,Associação,MIX CENTER,Única,0.0,0.0,8302.0,9,2025
2025-09-16,CHARLIZE THERON,1153,Assistência médica e odontológica,FARMACIA SAO JOAO,Única,0.0,0.0,12432.0,9,2025
2025-09-16,CHARLIZE THERON,1153,Assistência médica e odontológica,FARMACIA SAO JOAO,Única,0.0,0.0,398.0,9,2025
2025-09-16,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,SUPER MOY,Única,0.0,0.0,7952.0,9,2025
2025-09-23,CHARLIZE THERON,1153,Assistência médica e odontológica,HOSPITAL DE CLINICAS D,Única,0.0,0.0,2120.0,9,2025
2025-09-23,CHARLIZE THERON,1153,Assistência médica e odontológica,FARMACIA SAO JOAO,1/2,0.0,0.0,923.0,9,2025
2025-09-24,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,SUPERMERCADO PORTELLA,Única,0.0,0.0,556.0,9,2025
2025-09-26,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,SUPER MOY,Única,0.0,0.0,10162.0,9,2025
2025-09-26,CHARLIZE THERON,1153,Associação,MIX CENTER,Única,0.0,0.0,13772.0,9,2025
2025-09-29,CHARLIZE THERON,1153,Restaurante / Lanchonete / Bar,HOSPITAL SAO VICENTE D,Única,0.0,0.0,320.0,9,2025
2025-09-30,CHARLIZE THERON,1153,Restaurante / Lanchonete / Bar,LUIS FERNANDO AGLIARDI,Única,0.0,0.0,240.0,9,2025
2025-10-01,CHARLIZE THERON,1153,Associação,MIX CENTER,Única,0.0,0.0,14132.0,10,2025
2025-10-01,CHARLIZE THERON,1153,Departamento / Desconto,GRAZZIOTIN SA,1/2,0.0,0.0,9999.0,10,2025
2025-10-02,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,PADARIA VENEZA,Única,0.0,0.0,4901.0,10,2025
2025-10-02,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,PADARIA VENEZA,Única,0.0,0.0,244.0,10,2025
2025-10-04,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,PADARIA VENEZA,Única,0.0,0.0,1304.0,10,2025
2025-10-04,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,S.C.MERCADO,Única,0.0,0.0,7389.0,10,2025
2025-10-06,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,FRUTEIRA TERRIBILE LTD,Única,0.0,0.0,7654.0,10,2025
2025-10-07,CHARLIZE THERON,1153,Associação,MIX CENTER,Única,0.0,0.0,12309.0,10,2025
2025-10-07,CHARLIZE THERON,1153,Assistência médica e odontológica,HOSPITAL PRONTOCLINICA,1/2,0.0,0.0,995.0,10,2025
2025-10-07,CHARLIZE THERON,1153,Assistência médica e odontológica,FARMACIA SAO JOAO,Única,0.0,0.0,399.0,10,2025
2025-10-08,CHARLIZE THERON,1153,Assistência médica e odontológica,HOSPITAL CLINICAS MAIS,1/2,0.0,0.0,13618.0,10,2025
2025-10-08,CHARLIZE THERON,1153,Serviços pessoais,NH COMERCIO DE COSMETI,Única,0.0,0.0,2898.0,10,2025
2025-10-09,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,COMERCIAL ZAFFARI 1,Única,0.0,0.0,1199.0,10,2025
2025-10-09,CHARLIZE THERON,1153,Departamento / Desconto,SORDI,1/2,0.0,0.0,7249.0,10,2025
2025-10-09,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,SUPER MOY,Única,0.0,0.0,3896.0,10,2025
2025-10-10,CHARLIZE THERON,1153,Supermercados / Mercearia / Padarias / Lojas de Conveniência,SUPER MOY,Única,0.0,0.0,5791.0,10,2025
2025-10-10,CHARLIZE THERON,1153,Associação,MIX CENTER,Única,0.0,0.0,21372.0,10,2025
2025-09-07,BRIAN TYLER,1114,Serviços Profissionais,EBN    *TIKTOK SHOP,Única,0.0,0.0,-297.0,9,2025
2025-09-14,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,IFD*HORIZONTE RESTAURA,Única,0.0,0.0,4388.0,9,2025
2025-09-15,BRIAN TYLER,1114,Associação,MIX CENTER,Única,0.0,0.0,3863.0,9,2025
2025-09-15,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,145.0,9,2025
2025-09-16,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,85.0,9,2025
2025-09-16,BRIAN TYLER,1114,Serviços Profissionais,EBN    *TIKTOK SHOP,Única,0.0,0.0,354.0,9,2025
2025-09-17,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,115.0,9,2025
2025-09-17,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,JAI FAIM RESTAURANTE E,Única,0.0,0.0,148.0,9,2025
2025-09-17,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,50.0,9,2025
2025-09-17,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,70.0,9,2025
2025-09-17,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,130.0,9,2025
2025-09-18,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,100.0,9,2025
2025-09-18,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,X CAO E CIA,Única,0.0,0.0,240.0,9,2025
2025-09-18,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,54353906APARECIDA,Única,0.0,0.0,80.0,9,2025
2025-09-18,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,100.0,9,2025
2025-09-18,BRIAN TYLER,1114,Vestuário / Roupas,POINT*HORSE,1/2,0.0,0.0,9735.0,9,2025
2025-09-19,BRIAN TYLER,1114,Associação,IFD*IFOOD CLUB,Única,0.0,0.0,595.0,9,2025
2025-09-19,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,330.0,9,2025
2025-09-19,BRIAN TYLER,1114,Associação,MIX CENTER,Única,0.0,0.0,3988.0,9,2025
2025-09-19,BRIAN TYLER,1114,Serviços Profissionais,EBN    *TIKTOK SHOP,Única,0.0,0.0,-580.0,9,2025
2025-09-19,BRIAN TYLER,1114,Serviços Profissionais,EBN    *TIKTOK SHOP,Única,0.0,0.0,580.0,9,2025
2025-09-20,BRIAN TYLER,1114,Departamento / Desconto,EBN*TIKTOK SH,Única,0.0,0.0,2999.0,9,2025
2025-09-22,BRIAN TYLER,1114,Departamento / Desconto,EBN*TIKTOK SH,Única,0.0,0.0,4999.0,9,2025
2025-09-22,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,105.0,9,2025
2025-09-23,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,165.0,9,2025
2025-09-23,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,IFD*KALZONE PASSO FUND,Única,0.0,0.0,2266.0,9,2025
2025-09-23,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,IFD*HORIZONTE RESTAURA,Única,0.0,0.0,3676.0,9,2025
2025-09-24,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,130.0,9,2025
2025-09-24,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,X CAO E CIA,Única,0.0,0.0,300.0,9,2025
2025-09-24,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,100.0,9,2025
2025-09-25,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,50.0,9,2025
2025-09-25,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,BRUNO SOUZA DE MACEDO,Única,0.0,0.0,80.0,9,2025
2025-09-25,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,MANAS E AMARANTE,Única,0.0,0.0,60.0,9,2025
2025-09-25,BRIAN TYLER,1114,Especialidade varejo,AVENTURA SPORT,Única,0.0,0.0,1680.0,9,2025
2025-09-25,BRIAN TYLER,1114,Serviços Profissionais,EBN    *TIKTOK SHOP,Única,0.0,0.0,3005.0,9,2025
2025-09-25,BRIAN TYLER,1114,Associação,MIX CENTER,Única,0.0,0.0,4598.0,9,2025
2025-09-25,BRIAN TYLER,1114,Restaurante / Lanchonete / Bar,LANCHERIA LAMBE BEICO,Única,0.0,0.0,310.0,9,2025
2025-09-26,BRIAN TYLER,1114,Entretenimento,PPRO   *MICROSOFT,Única,0.0,0.0,5999.0,9,2025
2025-09-28,BRIAN TYLER,1114,Serviços Profissionais,EBN    *TIKTOK SHOP,1/2,0.0,0.0,2554.0,9,2025
2025-09-28,BRIAN TYLER,1114,Serviços Profissionais,EBN    *TIKTOK SHOP,1/2,0.0,0.0,2039.0,9,2025
2025-09-28,BRIAN TYLER,1114,Serviços Profissionais,EBN    *TIKTOK SHOP,1/2,0.0,0.0,2039.0,9,2025
